KartenID,Kartentyp,Layout,Title,content1,content2,content3,Wahrheitswert,Resourcen,print,Anzahl,Formeln,Hintergrundfarbe,ProblemID,Aufgabennummer,Quelle,pic_dict
721835,Rechenschrittkarte,L-TopImg,2. Integration Einfeldträger,,Randbedingung: $w(0) = 0$ und $w(L) = 0$,,Wahr,"{""baustoffe"": 5}",1,1,EIw(x) = 2x^2 - 4/3 x^3,"210,115,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w(x) = 2x^2 - \\frac{4}{3}x^3""}"
384957,Rechenschrittkarte,L-TopImg,2. Integration Einfeldträger,,Randbedingung: $w(0) = 0$ und $w(L) = 0$,,Falsch,"{""baustoffe"": 5}",1,1,EIw(x) = 2/3 x^2 - 4x^3,"210,115,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w(x) = \\frac{2}{3}x^2 - 4x^3""}"
193572,Rechenschrittkarte,L-TopImg,2. Integration Einfeldträger,,Randbedingung: $w(0) = 0$ und $w(L) = 0$,,Falsch,"{""baustoffe"": 5}",1,1,EIw''''(x) = 4x^2 - 3/4 x^3,"210,115,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w''''(x) = 4x^2 - \\frac{3}{4}x^3""}"
485263,Rechenschrittkarte,L-TopImg,2. Integration Einfeldträger,,Randbedingung: $w(0) = 0$ und $w(L) = 0$,,Falsch,"{""baustoffe"": 5}",0,1,EIw''''(x) = 3x^2 + 3/4 x^3,"210,115,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w''''(x) = 3x^2 + \\frac{3}{4}x^3""}"
615093,Zwischenergebniskarte,L-TopImg,Durchbiegung in Feldmitte w(L/2),,Numerischer Wert der maximalen Durchbiegung,,Wahr,{},1,1,w(L/2) = -8/(3EI),"225,120,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w\\left(\\frac{L}{2}\\right) = -\\frac{8}{3EI}""}"
937482,Zwischenergebniskarte,L-TopImg,Durchbiegung in Feldmitte w(L/2),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},1,1,w(L/2) = -3/(8EI),"225,120,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w\\left(\\frac{L}{2}\\right) = -\\frac{3}{8EI}""}"
473819,Zwischenergebniskarte,L-TopImg,Durchbiegung in Feldmitte w(L/2),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},1,1,w(L/2) = 8/(3EI),"225,120,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w\\left(\\frac{L}{2}\\right) = \\frac{8}{3EI}""}"
825047,Zwischenergebniskarte,L-TopImg,Durchbiegung in Feldmitte w(L/2),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},0,1,w(L/2) = 3/(8EI),"225,120,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w\\left(\\frac{L}{2}\\right) = \\frac{3}{8EI}""}"
248761,Ergebniskarte,L-TopImg,Biegelinie Einfeldträger – Ergebnis,,Max. Durchbiegung: $w(L/2) = -\frac{8}{3EI}$,Auflagerkräfte: $A_y = B_y = \frac{F}{2}$,Wahr,{},1,1,"w(x), w(L/2)","230,123,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w(x) = 2x^2 - \\frac{4}{3}x^3""}"
104821,Freischnittkarte,L-TopImg,Freischnitt Einfeldträger,,Kräfte: $A_x$; $A_y$; $B_y$ (aufwärts); $M_A$; $F$ (abwärts),,Wahr,{},1,1,,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""image"", ""path"": ""Inseln/Biegelinie/Aufgabe_2/Freischnitt_wahr.JPG""}"
295463,Freischnittkarte,L-TopImg,Freischnitt Einfeldträger,,Kräfte: $A_x$; $A_z$; $B_z$ (aufwärts); $M_A$,,Falsch,{},1,1,,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""image"", ""path"": ""Inseln/Biegelinie/Aufgabe_2/Freischnitt_falsch1.JPG""}"
738016,Freischnittkarte,L-TopImg,Freischnitt Einfeldträger,,Kräfte vollständig eingetragen,,Falsch,{},1,1,,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""image"", ""path"": ""Inseln/Biegelinie/Aufgabe_2/Freischnitt_falsch2.JPG""}"
163590,Lösungskarte,L-TopImg,Lösungsweg Einfeldträger,"Richtige Karten: 509374, 463018, 841203, 721835, 615093, 248761",Einfeldträger: $M(x)$ → DGL → Integration → Ergebnis,,Wahr,{},0,1,,"230,123,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""none""}"
