KartenID,Kartentyp,Layout,Title,content1,content2,content3,Wahrheitswert,Resourcen,print,Anzahl,Formeln,Hintergrundfarbe,ProblemID,Aufgabennummer,Quelle,pic_dict
619047,Rechenschrittkarte,L-TopImg,1. Integration Tragarm,,Randbedingung: $w'(0) = 0 \Rightarrow C_1 = 0$,,Falsch,"{""baustoffe"": 5}",1,1,EIw'(x) = -F/2·x²,"210,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w'(x) = -\\frac{F}{2}x^2""}"
173856,Rechenschrittkarte,L-TopImg,2. Integration Tragarm,,Randbedingung: $w(0) = 0 \Rightarrow C_2 = 0$,,Wahr,"{""baustoffe"": 5}",1,1,∫∫ EIw''(x) = FL/2·x² - F/6·x³,"210,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""\\iint EI\\,w''(x) = \\frac{FL}{2}x^2 - \\frac{F}{6}x^3""}"
924513,Rechenschrittkarte,L-TopImg,2. Integration Tragarm,,Randbedingung: $w(0) = 0 \Rightarrow C_2 = 0$,,Falsch,"{""baustoffe"": 5}",1,1,∫∫ EIw''(x) = FL/2·x² + F/6·x³,"210,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""\\iint EI\\,w''(x) = \\frac{FL}{2}x^2 + \\frac{F}{6}x^3""}"
312485,Rechenschrittkarte,L-TopImg,2. Integration Tragarm,,Randbedingung: $w(0) = 0 \Rightarrow C_2 = 0$,,Falsch,"{""baustoffe"": 5}",1,1,∫∫∫∫ EIw''''(x) = FL/2 x^2 + F/6 x^3,"210,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""\\iiiint EI\\,w''''(x) = \\frac{FL}{2}x^2 + \\frac{F}{6}x^3""}"
679053,Rechenschrittkarte,L-TopImg,2. Integration Tragarm,,Randbedingung: $w(0) = 0 \Rightarrow C_2 = 0$,,Falsch,"{""baustoffe"": 5}",0,1,∫∫ EIw''''(x) = FL/2 x^2 - F/6 x^3,"210,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""\\iint EI\\,w''''(x) = \\frac{FL}{2}x^2 - \\frac{F}{6}x^3""}"
356781,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Größte Durchbiegung am freien Ende des Tragarms,,Wahr,{},1,1,w(L) = -FL³/(3EI),"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{FL^3}{3EI}""}"
742096,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Größte Durchbiegung am freien Ende des Tragarms,,Falsch,{},1,1,w(L) = -FL³/(2EI),"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{FL^3}{2EI}""}"
293841,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Numerischer Wert der maximalen Durchbiegung,,Wahr,{},1,1,w(L) = -640/(3EI),"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{640}{3EI}""}"
517263,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},1,1,w(L) = -320/EI,"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{320}{EI}""}"
748392,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},1,1,w(L) = -320/(3EI),"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{320}{3EI}""}"
836174,Zwischenergebniskarte,L-TopImg,Durchbiegung am Ende w(L),,Numerischer Wert der maximalen Durchbiegung,,Falsch,{},1,1,w(L) = -640/(5EI),"225,75,75",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(L) = -\\frac{640}{5EI}""}"
815364,Ergebniskarte,L-TopImg,Biegelinie Tragarm – Ergebnis,,Max. Durchbiegung: $w(L) = -\frac{FL^3}{3EI}$,Neigung: $w'(L) = -\frac{FL^2}{2EI}$,Wahr,{},1,1,"w(x), w(L), w'(L)","230,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""w(x) = \\frac{1}{EI}\\!\\left(-\\frac{FL}{2}x^2 + \\frac{F}{6}x^3\\right)""}"
582039,Lösungskarte,L-TopImg,Lösungsweg Tragarm,"Richtige Karten: 362914, 728461, 483920, 173856, 356781, 293841, 815364",Tragarm: $M(x)$ → DGL → Integration → Ergebnis,Falsche Karten sind nicht in dieser Liste!,Wahr,{},0,1,,"230,70,70",Biegelinie_1,1.1,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""none""}"
